type	study.study_short_name	image_collection_record_id	image_collection_name	image_type_included	image_collection_url	repository_name	collection_access	crdc_id
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-148276	imperium_in_imperio	US	salus_in_arduis	salus_in_arduis	Download	Obedientia_civium_urbis_felicitas
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-106284	Obedientia_civium_urbis_felicitas	MR	faber_est_suae_quisque_fortunae	scientiae_cedit_mare	Cloud	sapiens_qui_prospicit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-926524	scientiae_et_patriae	US	scientiae_et_patriae	Gallia_est_omnis_divisa_in_partes_tres	Download	labor_ipse_voluptas
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-390728	id_quod_plerumque_accidit	NM	Macte_animo_Generose_puer_sic_itur_ad_astra	barba_crescit_caput_nescit	Unrestricted	e_causa_ignota
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-416686	scientiae_cedit_mare	US	Obedientia_civium_urbis_felicitas	nascentes_morimur_finisque_ab_origine_pendet	Cloud	haec_olim_meminisse_iuvabit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-707151	a_bene_placito	DX	faber_est_suae_quisque_fortunae	sapiens_qui_prospicit	Cloud	imperium_in_imperio
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-236062	scientia,_aere_perennius	CT	scientiae_et_patriae	id_quod_plerumque_accidit	Download	e_causa_ignota
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-787359	a_bene_placito	DX	scientiae_cedit_mare	scientia,_aere_perennius	Download	scientia_imperii_decus_et_tutamen
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-566714	damnant_quod_non_intellegunt	NM	Macte_animo_Generose_puer_sic_itur_ad_astra	Macte_animo_Generose_puer_sic_itur_ad_astra	Download	cacatum_non_est_pictum
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-867297	pace_tua	PT	damnant_quod_non_intellegunt	Obedientia_civium_urbis_felicitas	Download	Gallia_est_omnis_divisa_in_partes_tres
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-897896	pace_tua	US	haec_olim_meminisse_iuvabit	damnant_quod_non_intellegunt	Download	Macte_animo_Generose_puer_sic_itur_ad_astra
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-444329	e_causa_ignota	DX	nanos_gigantum_humeris_insidentes	imperium_in_imperio	Download	scientia_et_labor
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-741284	barba_crescit_caput_nescit	MR	salus_in_arduis	haec_olim_meminisse_iuvabit	Download	scientiae_et_patriae
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-428788	barba_crescit_caput_nescit	CT	damnant_quod_non_intellegunt	Macte_animo_Generose_puer_sic_itur_ad_astra	Download	salus_in_arduis
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-733928	salus_in_arduis	CT	Gallia_est_omnis_divisa_in_partes_tres	a_bene_placito	Unrestricted	Obedientia_civium_urbis_felicitas
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-179741	cacatum_non_est_pictum	US	damnant_quod_non_intellegunt	imperium_in_imperio	Unrestricted	nanos_gigantum_humeris_insidentes
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-776439	id_quod_plerumque_accidit	PT	sapiens_qui_prospicit	saltus_in_demonstrando	Download	pace_tua
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-103953	scientia_et_sapientia	CT	faber_est_suae_quisque_fortunae	Obedientia_civium_urbis_felicitas	Download	scientia_et_sapientia
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-325072	Obedientia_civium_urbis_felicitas	US	scientia,_aere_perennius	faber_est_suae_quisque_fortunae	Unrestricted	Obedientia_civium_urbis_felicitas
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-212373	sapiens_qui_prospicit	DX	scientiae_cedit_mare	labor_ipse_voluptas	Download	salus_in_arduis
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-382295	scientia_imperii_decus_et_tutamen	US	cacatum_non_est_pictum	a_bene_placito	Cloud	barba_crescit_caput_nescit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-940726	id_quod_plerumque_accidit	PT	Gallia_est_omnis_divisa_in_partes_tres	imperium_in_imperio	Cloud	Obedientia_civium_urbis_felicitas
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-117415	id_quod_plerumque_accidit	PT	barba_crescit_caput_nescit	imperium_in_imperio	Unrestricted	scientia,_aere_perennius
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-839305	scientia_imperii_decus_et_tutamen	MR	e_causa_ignota	scientia_imperii_decus_et_tutamen	Cloud	Obedientia_civium_urbis_felicitas
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-314753	salus_in_arduis	MR	scientiae_et_patriae	scientia_et_sapientia	Cloud	pace_tua
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-183745	e_causa_ignota	MR	Obedientia_civium_urbis_felicitas	scientia_imperii_decus_et_tutamen	Download	nascentes_morimur_finisque_ab_origine_pendet
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-470438	e_causa_ignota	PT	scientia_imperii_decus_et_tutamen	saltus_in_demonstrando	Unrestricted	Obedientia_civium_urbis_felicitas
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-222304	salus_in_arduis	CT	haec_olim_meminisse_iuvabit	labor_ipse_voluptas	Download	saltus_in_demonstrando
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-827057	salus_in_arduis	PT	a_bene_placito	haec_olim_meminisse_iuvabit	Unrestricted	barba_crescit_caput_nescit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-498309	scientia_et_sapientia	DX	pace_tua	Gallia_est_omnis_divisa_in_partes_tres	Cloud	Obedientia_civium_urbis_felicitas
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-403695	labor_ipse_voluptas	NM	scientiae_cedit_mare	Obedientia_civium_urbis_felicitas	Download	cacatum_non_est_pictum
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-339647	saltus_in_demonstrando	MR	labor_ipse_voluptas	saltus_in_demonstrando	Unrestricted	e_causa_ignota
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-530592	Gallia_est_omnis_divisa_in_partes_tres	DX	pace_tua	cacatum_non_est_pictum	Unrestricted	imperium_in_imperio
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-472103	cacatum_non_est_pictum	MR	scientiae_cedit_mare	scientiae_cedit_mare	Cloud	imperium_in_imperio
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-604136	Gallia_est_omnis_divisa_in_partes_tres	PT	scientia_et_labor	imperium_in_imperio	Unrestricted	imperium_in_imperio
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-927039	nanos_gigantum_humeris_insidentes	NM	scientia_imperii_decus_et_tutamen	id_quod_plerumque_accidit	Download	cacatum_non_est_pictum
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-322856	Gallia_est_omnis_divisa_in_partes_tres	MR	scientiae_cedit_mare	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti	Cloud	e_causa_ignota
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-787514	Obedientia_civium_urbis_felicitas	DX	labor_ipse_voluptas	Macte_animo_Generose_puer_sic_itur_ad_astra	Unrestricted	nanos_gigantum_humeris_insidentes
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-448388	labor_ipse_voluptas	MR	id_quod_plerumque_accidit	nascentes_morimur_finisque_ab_origine_pendet	Download	saltus_in_demonstrando
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-700537	haec_olim_meminisse_iuvabit	CT	scientiae_et_patriae	scientia_et_labor	Cloud	salus_in_arduis
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-212286	haec_olim_meminisse_iuvabit	US	faber_est_suae_quisque_fortunae	e_causa_ignota	Cloud	scientiae_cedit_mare
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-163668	barba_crescit_caput_nescit	NM	nascentes_morimur_finisque_ab_origine_pendet	pace_tua	Download	imperium_in_imperio
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-525584	Obedientia_civium_urbis_felicitas	MR	scientiae_et_patriae	faber_est_suae_quisque_fortunae	Cloud	pace_tua
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-316555	scientia_et_labor	NM	saltus_in_demonstrando	nanos_gigantum_humeris_insidentes	Cloud	scientia_et_sapientia
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-907409	Macte_animo_Generose_puer_sic_itur_ad_astra	MR	scientia_et_sapientia	damnant_quod_non_intellegunt	Download	damnant_quod_non_intellegunt
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-237909	barba_crescit_caput_nescit	PT	id_quod_plerumque_accidit	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti	Cloud	cacatum_non_est_pictum
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-221649	damnant_quod_non_intellegunt	US	id_quod_plerumque_accidit	pace_tua	Unrestricted	scientia_imperii_decus_et_tutamen
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-462401	saltus_in_demonstrando	US	damnant_quod_non_intellegunt	scientia,_aere_perennius	Unrestricted	a_bene_placito
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-742878	pace_tua	PT	pace_tua	scientia_et_sapientia	Download	haec_olim_meminisse_iuvabit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-114728	scientiae_et_patriae	MR	barba_crescit_caput_nescit	faber_est_suae_quisque_fortunae	Unrestricted	scientia_et_sapientia
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-242463	damnant_quod_non_intellegunt	NM	saltus_in_demonstrando	a_bene_placito	Cloud	imperium_in_imperio
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-733609	salus_in_arduis	CT	scientia,_aere_perennius	labor_ipse_voluptas	Unrestricted	a_bene_placito
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-208203	nanos_gigantum_humeris_insidentes	DX	scientia_et_labor	Gallia_est_omnis_divisa_in_partes_tres	Cloud	scientia_et_labor
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-670306	faber_est_suae_quisque_fortunae	MR	sapiens_qui_prospicit	saltus_in_demonstrando	Cloud	e_causa_ignota
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-868007	scientia,_aere_perennius	PT	damnant_quod_non_intellegunt	imperium_in_imperio	Unrestricted	Macte_animo_Generose_puer_sic_itur_ad_astra
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-688345	sapiens_qui_prospicit	US	barba_crescit_caput_nescit	sapiens_qui_prospicit	Download	Obedientia_civium_urbis_felicitas
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-614833	nascentes_morimur_finisque_ab_origine_pendet	PT	scientiae_et_patriae	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti	Cloud	a_bene_placito
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-858720	Macte_animo_Generose_puer_sic_itur_ad_astra	PT	scientiae_et_patriae	id_quod_plerumque_accidit	Download	a_bene_placito
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-105154	saltus_in_demonstrando	MR	scientia,_aere_perennius	barba_crescit_caput_nescit	Unrestricted	Macte_animo_Generose_puer_sic_itur_ad_astra
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-246576	scientia_et_sapientia	CT	scientia_imperii_decus_et_tutamen	a_bene_placito	Unrestricted	a_bene_placito
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-780695	Gallia_est_omnis_divisa_in_partes_tres	DX	salus_in_arduis	e_causa_ignota	Unrestricted	scientia_imperii_decus_et_tutamen
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-934979	e_causa_ignota	DX	cacatum_non_est_pictum	scientia,_aere_perennius	Unrestricted	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-175823	cacatum_non_est_pictum	NM	imperium_in_imperio	labor_ipse_voluptas	Cloud	imperium_in_imperio
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-602906	Gallia_est_omnis_divisa_in_partes_tres	PT	damnant_quod_non_intellegunt	sapiens_qui_prospicit	Cloud	saltus_in_demonstrando
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-744408	id_quod_plerumque_accidit	MR	scientia_imperii_decus_et_tutamen	scientiae_et_patriae	Unrestricted	nascentes_morimur_finisque_ab_origine_pendet
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-689010	barba_crescit_caput_nescit	MR	a_bene_placito	scientia_et_sapientia	Unrestricted	O_Tite_tute_Tati_tibi_tanta_tyranne_tulisti
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-764147	scientiae_et_patriae	DX	scientia_et_labor	haec_olim_meminisse_iuvabit	Unrestricted	damnant_quod_non_intellegunt
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-115461	scientiae_et_patriae	DX	pace_tua	Obedientia_civium_urbis_felicitas	Unrestricted	faber_est_suae_quisque_fortunae
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-263441	cacatum_non_est_pictum	DX	damnant_quod_non_intellegunt	id_quod_plerumque_accidit	Unrestricted	Obedientia_civium_urbis_felicitas
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-197298	Macte_animo_Generose_puer_sic_itur_ad_astra	NM	barba_crescit_caput_nescit	pace_tua	Cloud	e_causa_ignota
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-360852	e_causa_ignota	US	pace_tua	scientiae_et_patriae	Download	barba_crescit_caput_nescit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-317425	saltus_in_demonstrando	PT	barba_crescit_caput_nescit	salus_in_arduis	Cloud	scientia_imperii_decus_et_tutamen
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-118328	cacatum_non_est_pictum	PT	haec_olim_meminisse_iuvabit	a_bene_placito	Download	barba_crescit_caput_nescit
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-309549	damnant_quod_non_intellegunt	NM	imperium_in_imperio	pace_tua	Unrestricted	scientia_imperii_decus_et_tutamen
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-978202	Macte_animo_Generose_puer_sic_itur_ad_astra	MR	saltus_in_demonstrando	nanos_gigantum_humeris_insidentes	Download	nascentes_morimur_finisque_ab_origine_pendet
image_collection	CTDC-STUDY-764090	CTDC-IMAGE-COLLECTION-547783	damnant_quod_non_intellegunt	PT	nanos_gigantum_humeris_insidentes	scientia_imperii_decus_et_tutamen	Unrestricted	saltus_in_demonstrando
